source,sector,gas,year,value
,Fugitive Emissions,CO2,2016,0.0
,Fugitive Emissions,CO2,2017,0.0
,Fugitive Emissions,CO2,2018,0.0
,Fugitive Emissions,CO2,2019,0.0
,Fugitive Emissions,CO2,2020,0.0
,Fugitive Emissions,CO2,2021,0.0
,Fugitive Emissions,CO2,2022,
,Fugitive Emissions,CO2,2023,
,Fugitive Emissions,N2O,1990,0.05
,Fugitive Emissions,N2O,1991,0.06
,Fugitive Emissions,N2O,1992,0.06
,Fugitive Emissions,N2O,1993,0.06
,Fugitive Emissions,N2O,1994,0.06
,Fugitive Emissions,N2O,1995,0.05
,Fugitive Emissions,N2O,1996,0.05
,Fugitive Emissions,N2O,1997,0.05
,Fugitive Emissions,N2O,1998,0.06
,Fugitive Emissions,N2O,1999,0.05
,Fugitive Emissions,N2O,2000,0.04
,Fugitive Emissions,N2O,2001,0.05
,Fugitive Emissions,N2O,2002,0.04
,Fugitive Emissions,N2O,2003,0.04
,Fugitive Emissions,N2O,2004,0.05
,Fugitive Emissions,N2O,2005,0.05
,Fugitive Emissions,N2O,2006,0.05
,Fugitive Emissions,N2O,2007,0.05
,Fugitive Emissions,N2O,2008,0.04
,Fugitive Emissions,N2O,2009,0.04
,Fugitive Emissions,N2O,2010,0.04
,Fugitive Emissions,N2O,2011,0.04
,Fugitive Emissions,N2O,2012,0.04
,Fugitive Emissions,N2O,2013,0.04
,Fugitive Emissions,N2O,2014,0.03
,Fugitive Emissions,N2O,2015,0.04
,Fugitive Emissions,N2O,2016,0.03
,Fugitive Emissions,N2O,2017,0.03
,Fugitive Emissions,N2O,2018,0.03
,Fugitive Emissions,N2O,2019,0.03
,Fugitive Emissions,N2O,2020,0.03
,Fugitive Emissions,N2O,2021,0.03
,Fugitive Emissions,N2O,2022,0.03
,Fugitive Emissions,N2O,2023,0.03
,Industrial Processes,All GHG,1990,27.06
,Industrial Processes,All GHG,1991,26.9
,Industrial Processes,All GHG,1992,26.61
,Industrial Processes,All GHG,1993,24.35
,Industrial Processes,All GHG,1994,23.68
,Industrial Processes,All GHG,1995,26.46
,Industrial Processes,All GHG,1996,24.31
,Industrial Processes,All GHG,1997,25.17
,Industrial Processes,All GHG,1998,26.19
,Industrial Processes,All GHG,1999,27.37
,Industrial Processes,All GHG,2000,29.32
,Industrial Processes,All GHG,2001,31.22
,Industrial Processes,All GHG,2002,31.84
,Industrial Processes,All GHG,2003,33.87
,Industrial Processes,All GHG,2004,36.85
,Industrial Processes,All GHG,2005,37.34
,Industrial Processes,All GHG,2006,34.29
,Industrial Processes,All GHG,2007,34.89
,Industrial Processes,All GHG,2008,33.3
,Industrial Processes,All GHG,2009,30.6
,Industrial Processes,All GHG,2010,31.89
,Industrial Processes,All GHG,2011,32.01
,Industrial Processes,All GHG,2012,29.95
,Industrial Processes,All GHG,2013,29.83
,Industrial Processes,All GHG,2014,29.45
,Industrial Processes,All GHG,2015,27.92
,Industrial Processes,All GHG,2016,27.88
,Industrial Processes,All GHG,2017,27.74
,Industrial Processes,All GHG,2018,28.78
,Industrial Processes,All GHG,2019,27.79
,Industrial Processes,All GHG,2020,24.97
,Industrial Processes,All GHG,2021,26.45
,Industrial Processes,All GHG,2022,26.31
,Industrial Processes,All GHG,2023,26.65
,Industrial Processes,CH4,1990,0.29
,Industrial Processes,CH4,1991,0.28
,Industrial Processes,CH4,1992,0.27
,Industrial Processes,CH4,1993,0.27
,Industrial Processes,CH4,1994,0.28
,Industrial Processes,CH4,1995,0.3
,Industrial Processes,CH4,1996,0.16
,Industrial Processes,CH4,1997,0.18
,Industrial Processes,CH4,1998,0.17
,Industrial Processes,CH4,1999,0.17
,Industrial Processes,CH4,2000,0.16
,Industrial Processes,CH4,2001,0.15
,Industrial Processes,CH4,2002,0.15
,Industrial Processes,CH4,2003,0.15
,Industrial Processes,CH4,2004,0.16
,Industrial Processes,CH4,2005,0.17
,Industrial Processes,CH4,2006,0.17
,Industrial Processes,CH4,2007,0.17
,Industrial Processes,CH4,2008,0.16
,Industrial Processes,CH4,2009,0.1
,Industrial Processes,CH4,2010,0.13
,Industrial Processes,CH4,2011,0.15
,Industrial Processes,CH4,2012,0.14
,Industrial Processes,CH4,2013,0.11
,Industrial Processes,CH4,2014,0.11
,Industrial Processes,CH4,2015,0.1
,Industrial Processes,CH4,2016,0.11
,Industrial Processes,CH4,2017,0.1
,Industrial Processes,CH4,2018,0.1
,Industrial Processes,CH4,2019,0.09
,Industrial Processes,CH4,2020,0.08
,Industrial Processes,CH4,2021,0.08
,Industrial Processes,CH4,2022,0.08
,Industrial Processes,CH4,2023,0.08
,Industrial Processes,CO2,1990,15.85
,Industrial Processes,CO2,1991,15.69
,Industrial Processes,CO2,1992,16.43
,Industrial Processes,CO2,1993,14.07
,Industrial Processes,CO2,1994,13.79
,Industrial Processes,CO2,1995,15.31
,Industrial Processes,CO2,1996,13.99
,Industrial Processes,CO2,1997,14.23
,Industrial Processes,CO2,1998,14.54
,Industrial Processes,CO2,1999,15.28
,Industrial Processes,CO2,2000,15.86
,Industrial Processes,CO2,2001,16.39
,Industrial Processes,CO2,2002,16.29
,Industrial Processes,CO2,2003,16.94
,Industrial Processes,CO2,2004,17.41
,Industrial Processes,CO2,2005,17.4
,Industrial Processes,CO2,2006,17.47
,Industrial Processes,CO2,2007,17.91
,Industrial Processes,CO2,2008,16.13
,Industrial Processes,CO2,2009,13.34
,Industrial Processes,CO2,2010,13.28
,Industrial Processes,CO2,2011,12.58
,Industrial Processes,CO2,2012,10.07
,Industrial Processes,CO2,2013,8.88
,Industrial Processes,CO2,2014,8.34
,Industrial Processes,CO2,2015,8.2
,Industrial Processes,CO2,2016,7.68
,Industrial Processes,CO2,2017,7.71
,Industrial Processes,CO2,2018,7.76
,Industrial Processes,CO2,2019,7.91
,Industrial Processes,CO2,2020,7.06
,Industrial Processes,CO2,2021,7.92
,Industrial Processes,CO2,2022,7.09
,Industrial Processes,CO2,2023,6.75
,Industrial Processes,F-Gas,1990,4.52
,Industrial Processes,F-Gas,1991,4.24
,Industrial Processes,F-Gas,1992,3.66
,Industrial Processes,F-Gas,1993,3.61
,Industrial Processes,F-Gas,1994,3.56
,Industrial Processes,F-Gas,1995,4.0
,Industrial Processes,F-Gas,1996,3.37
,Industrial Processes,F-Gas,1997,3.94
,Industrial Processes,F-Gas,1998,4.46
,Industrial Processes,F-Gas,1999,4.8
,Industrial Processes,F-Gas,2000,5.65
,Industrial Processes,F-Gas,2001,6.84
,Industrial Processes,F-Gas,2002,7.86
,Industrial Processes,F-Gas,2003,9.58
,Industrial Processes,F-Gas,2004,11.34
,Industrial Processes,F-Gas,2005,12.43
,Industrial Processes,F-Gas,2006,13.7
,Industrial Processes,F-Gas,2007,14.52
,Industrial Processes,F-Gas,2008,15.48
,Industrial Processes,F-Gas,2009,15.61
,Industrial Processes,F-Gas,2010,17.39
,Industrial Processes,F-Gas,2011,18.53
,Industrial Processes,F-Gas,2012,19.01
,Industrial Processes,F-Gas,2013,20.15
,Industrial Processes,F-Gas,2014,20.44
,Industrial Processes,F-Gas,2015,19.08
,Industrial Processes,F-Gas,2016,19.54
,Industrial Processes,F-Gas,2017,19.31
,Industrial Processes,F-Gas,2018,20.32
,Industrial Processes,F-Gas,2019,19.21
,Industrial Processes,F-Gas,2020,17.27
,Industrial Processes,F-Gas,2021,17.94
,Industrial Processes,F-Gas,2022,18.63
,Industrial Processes,F-Gas,2023,19.31
,Industrial Processes,N2O,1990,6.4
,Industrial Processes,N2O,1991,6.7
,Industrial Processes,N2O,1992,6.25
,Industrial Processes,N2O,1993,6.4
,Industrial Processes,N2O,1994,6.05
,Industrial Processes,N2O,1995,6.85
,Industrial Processes,N2O,1996,6.79
,Industrial Processes,N2O,1997,6.82
,Industrial Processes,N2O,1998,7.01
,Industrial Processes,N2O,1999,7.13
,Industrial Processes,N2O,2000,7.65
,Industrial Processes,N2O,2001,7.83
,Industrial Processes,N2O,2002,7.55
,Industrial Processes,N2O,2003,7.21
,Industrial Processes,N2O,2004,7.94
,Industrial Processes,N2O,2005,7.34
,Industrial Processes,N2O,2006,2.95
,Industrial Processes,N2O,2007,2.29
,Industrial Processes,N2O,2008,1.53
,Industrial Processes,N2O,2009,1.55
,Industrial Processes,N2O,2010,1.09
,Industrial Processes,N2O,2011,0.75
,Industrial Processes,N2O,2012,0.74
,Industrial Processes,N2O,2013,0.69
,Industrial Processes,N2O,2014,0.56
,Industrial Processes,N2O,2015,0.55
,Industrial Processes,N2O,2016,0.56
,Industrial Processes,N2O,2017,0.62
,Industrial Processes,N2O,2018,0.61
,Industrial Processes,N2O,2019,0.57
,Industrial Processes,N2O,2020,0.56
,Industrial Processes,N2O,2021,0.51
,Industrial Processes,N2O,2022,0.51
,Industrial Processes,N2O,2023,0.51
,"Land Use, Land-Use Change and Forestry",All GHG,1990,-34.59
,"Land Use, Land-Use Change and Forestry",All GHG,1991,-34.59
,"Land Use, Land-Use Change and Forestry",All GHG,1992,-34.59
,"Land Use, Land-Use Change and Forestry",All GHG,1993,-34.59
,"Land Use, Land-Use Change and Forestry",All GHG,1994,-34.59
,"Land Use, Land-Use Change and Forestry",All GHG,1995,-34.59
,"Land Use, Land-Use Change and Forestry",All GHG,1996,-34.59
,"Land Use, Land-Use Change and Forestry",All GHG,1997,-34.59
,"Land Use, Land-Use Change and Forestry",All GHG,1998,-34.58
,"Land Use, Land-Use Change and Forestry",All GHG,1999,-34.58
,"Land Use, Land-Use Change and Forestry",All GHG,2000,-34.56
,"Land Use, Land-Use Change and Forestry",All GHG,2001,-34.8
,"Land Use, Land-Use Change and Forestry",All GHG,2002,-34.8
,"Land Use, Land-Use Change and Forestry",All GHG,2003,-34.79
,"Land Use, Land-Use Change and Forestry",All GHG,2004,-34.79
,"Land Use, Land-Use Change and Forestry",All GHG,2005,-34.8
,"Land Use, Land-Use Change and Forestry",All GHG,2006,-34.8
,"Land Use, Land-Use Change and Forestry",All GHG,2007,-34.73
,"Land Use, Land-Use Change and Forestry",All GHG,2008,-34.79
,"Land Use, Land-Use Change and Forestry",All GHG,2009,-34.79
,"Land Use, Land-Use Change and Forestry",All GHG,2010,-34.8
,"Land Use, Land-Use Change and Forestry",All GHG,2011,-15.01
,"Land Use, Land-Use Change and Forestry",All GHG,2012,-14.98
,"Land Use, Land-Use Change and Forestry",All GHG,2013,-15.02
,"Land Use, Land-Use Change and Forestry",All GHG,2014,-15.02
,"Land Use, Land-Use Change and Forestry",All GHG,2015,-15.02
,"Land Use, Land-Use Change and Forestry",All GHG,2016,-22.19
,"Land Use, Land-Use Change and Forestry",All GHG,2017,-22.13
,"Land Use, Land-Use Change and Forestry",All GHG,2018,-22.18
,"Land Use, Land-Use Change and Forestry",All GHG,2019,-22.2
,"Land Use, Land-Use Change and Forestry",All GHG,2020,-22.2
,"Land Use, Land-Use Change and Forestry",All GHG,2021,54.26
,"Land Use, Land-Use Change and Forestry",All GHG,2022,54.21
,"Land Use, Land-Use Change and Forestry",All GHG,2023,54.21
,"Land Use, Land-Use Change and Forestry",CH4,1990,0.01
,"Land Use, Land-Use Change and Forestry",CH4,1991,0.01
,"Land Use, Land-Use Change and Forestry",CH4,1992,0.01
,"Land Use, Land-Use Change and Forestry",CH4,1993,0.01
,"Land Use, Land-Use Change and Forestry",CH4,1994,0.01
,"Land Use, Land-Use Change and Forestry",CH4,1995,0.01
,"Land Use, Land-Use Change and Forestry",CH4,1996,0.01
,"Land Use, Land-Use Change and Forestry",CH4,1997,0.02
,"Land Use, Land-Use Change and Forestry",CH4,1998,0.02
,"Land Use, Land-Use Change and Forestry",CH4,1999,0.02
,"Land Use, Land-Use Change and Forestry",CH4,2000,0.04
,"Land Use, Land-Use Change and Forestry",CH4,2001,0.0
,"Land Use, Land-Use Change and Forestry",CH4,2002,0.0
,"Land Use, Land-Use Change and Forestry",CH4,2003,0.01
,"Land Use, Land-Use Change and Forestry",CH4,2004,0.0
,"Land Use, Land-Use Change and Forestry",CH4,2005,0.0
,"Land Use, Land-Use Change and Forestry",CH4,2006,0.0
,"Land Use, Land-Use Change and Forestry",CH4,2007,0.04
,"Land Use, Land-Use Change and Forestry",CH4,2008,0.01
,"Land Use, Land-Use Change and Forestry",CH4,2009,0.01
,"Land Use, Land-Use Change and Forestry",CH4,2010,0.0
,"Land Use, Land-Use Change and Forestry",CH4,2011,0.01
,"Land Use, Land-Use Change and Forestry",CH4,2012,0.02
,"Land Use, Land-Use Change and Forestry",CH4,2013,0.0
,"Land Use, Land-Use Change and Forestry",CH4,2014,0.0
,"Land Use, Land-Use Change and Forestry",CH4,2015,0.0
,"Land Use, Land-Use Change and Forestry",CH4,2016,0.0
,"Land Use, Land-Use Change and Forestry",CH4,2017,0.03
,"Land Use, Land-Use Change and Forestry",CH4,2018,0.0
,"Land Use, Land-Use Change and Forestry",CH4,2019,0.0
,"Land Use, Land-Use Change and Forestry",CH4,2020,0.0
,"Land Use, Land-Use Change and Forestry",CH4,2021,0.03
,"Land Use, Land-Use Change and Forestry",CH4,2022,0.01
,"Land Use, Land-Use Change and Forestry",CH4,2023,0.01
,"Land Use, Land-Use Change and Forestry",CO2,1990,-34.61
,"Land Use, Land-Use Change and Forestry",CO2,1991,-34.61
,"Land Use, Land-Use Change and Forestry",CO2,1992,-34.61
,"Land Use, Land-Use Change and Forestry",CO2,1993,-34.61
,"Land Use, Land-Use Change and Forestry",CO2,1994,-34.61
,"Land Use, Land-Use Change and Forestry",CO2,1995,-34.61
,"Land Use, Land-Use Change and Forestry",CO2,1996,-34.61
,"Land Use, Land-Use Change and Forestry",CO2,1997,-34.61
,"Land Use, Land-Use Change and Forestry",CO2,1998,-34.61
,"Land Use, Land-Use Change and Forestry",CO2,1999,-34.61
,"Land Use, Land-Use Change and Forestry",CO2,2000,-34.61
,"Land Use, Land-Use Change and Forestry",CO2,2001,-34.8
,"Land Use, Land-Use Change and Forestry",CO2,2002,-34.8
,"Land Use, Land-Use Change and Forestry",CO2,2003,-34.8
,"Land Use, Land-Use Change and Forestry",CO2,2004,-34.8
,"Land Use, Land-Use Change and Forestry",CO2,2005,-34.8
,"Land Use, Land-Use Change and Forestry",CO2,2006,-34.8
,"Land Use, Land-Use Change and Forestry",CO2,2007,-34.8
,"Land Use, Land-Use Change and Forestry",CO2,2008,-34.8
,"Land Use, Land-Use Change and Forestry",CO2,2009,-34.8
,"Land Use, Land-Use Change and Forestry",CO2,2010,-34.8
,"Land Use, Land-Use Change and Forestry",CO2,2011,-15.02
,"Land Use, Land-Use Change and Forestry",CO2,2012,-15.02
,"Land Use, Land-Use Change and Forestry",CO2,2013,-15.02
,"Land Use, Land-Use Change and Forestry",CO2,2014,-15.02
,"Land Use, Land-Use Change and Forestry",CO2,2015,-15.02
,"Land Use, Land-Use Change and Forestry",CO2,2016,-22.19
,"Land Use, Land-Use Change and Forestry",CO2,2017,-22.19
,"Land Use, Land-Use Change and Forestry",CO2,2018,-22.19
,"Land Use, Land-Use Change and Forestry",CO2,2019,-22.2
,"Land Use, Land-Use Change and Forestry",CO2,2020,-22.2
,"Land Use, Land-Use Change and Forestry",CO2,2021,54.2
,"Land Use, Land-Use Change and Forestry",CO2,2022,54.2
,"Land Use, Land-Use Change and Forestry",CO2,2023,54.2
,"Land Use, Land-Use Change and Forestry",N2O,1990,0.01
,"Land Use, Land-Use Change and Forestry",N2O,1991,0.01
,"Land Use, Land-Use Change and Forestry",N2O,1992,0.01
,"Land Use, Land-Use Change and Forestry",N2O,1993,0.01
,"Land Use, Land-Use Change and Forestry",N2O,1994,0.01
,"Land Use, Land-Use Change and Forestry",N2O,1995,0.01
,"Land Use, Land-Use Change and Forestry",N2O,1996,0.01
,"Land Use, Land-Use Change and Forestry",N2O,1997,0.01
,"Land Use, Land-Use Change and Forestry",N2O,1998,0.01
,"Land Use, Land-Use Change and Forestry",N2O,1999,0.01
,"Land Use, Land-Use Change and Forestry",N2O,2000,0.02
,"Land Use, Land-Use Change and Forestry",N2O,2001,0.0
,"Land Use, Land-Use Change and Forestry",N2O,2002,0.0
,"Land Use, Land-Use Change and Forestry",N2O,2003,0.01
,"Land Use, Land-Use Change and Forestry",N2O,2004,0.0
,"Land Use, Land-Use Change and Forestry",N2O,2005,0.0
,"Land Use, Land-Use Change and Forestry",N2O,2006,0.0
,"Land Use, Land-Use Change and Forestry",N2O,2007,0.03
,"Land Use, Land-Use Change and Forestry",N2O,2008,0.01
,"Land Use, Land-Use Change and Forestry",N2O,2009,0.01
,"Land Use, Land-Use Change and Forestry",N2O,2010,0.0
,"Land Use, Land-Use Change and Forestry",N2O,2011,0.01
,"Land Use, Land-Use Change and Forestry",N2O,2012,0.02
,"Land Use, Land-Use Change and Forestry",N2O,2013,0.0
,"Land Use, Land-Use Change and Forestry",N2O,2014,0.0
,"Land Use, Land-Use Change and Forestry",N2O,2015,0.0
,"Land Use, Land-Use Change and Forestry",N2O,2016,0.0
,"Land Use, Land-Use Change and Forestry",N2O,2017,0.03
,"Land Use, Land-Use Change and Forestry",N2O,2018,0.0
,"Land Use, Land-Use Change and Forestry",N2O,2019,0.0
,"Land Use, Land-Use Change and Forestry",N2O,2020,0.0
,"Land Use, Land-Use Change and Forestry",N2O,2021,0.03
,"Land Use, Land-Use Change and Forestry",N2O,2022,0.01
,"Land Use, Land-Use Change and Forestry",N2O,2023,0.01
,Manufacturing/Construction,All GHG,1990,74.23
,Manufacturing/Construction,All GHG,1991,70.13
,Manufacturing/Construction,All GHG,1992,67.97
,Manufacturing/Construction,All GHG,1993,65.98
,Manufacturing/Construction,All GHG,1994,67.7
,Manufacturing/Construction,All GHG,1995,68.69
,Manufacturing/Construction,All GHG,1996,67.06
,Manufacturing/Construction,All GHG,1997,69.15
,Manufacturing/Construction,All GHG,1998,68.89
,Manufacturing/Construction,All GHG,1999,72.1
,Manufacturing/Construction,All GHG,2000,73.54
,Manufacturing/Construction,All GHG,2001,71.06
,Manufacturing/Construction,All GHG,2002,70.14
,Manufacturing/Construction,All GHG,2003,76.67
,Manufacturing/Construction,All GHG,2004,68.48
,Manufacturing/Construction,All GHG,2005,66.65
,Manufacturing/Construction,All GHG,2006,61.93
,Manufacturing/Construction,All GHG,2007,60.71
,Manufacturing/Construction,All GHG,2008,57.13
,Manufacturing/Construction,All GHG,2009,43.36
,Manufacturing/Construction,All GHG,2010,45.93
,Manufacturing/Construction,All GHG,2011,45.18
,Manufacturing/Construction,All GHG,2012,43.47
,Manufacturing/Construction,All GHG,2013,38.21
,Manufacturing/Construction,All GHG,2014,35.24
,Manufacturing/Construction,All GHG,2015,34.97
,Manufacturing/Construction,All GHG,2016,34.77
,Manufacturing/Construction,All GHG,2017,32.03
,Manufacturing/Construction,All GHG,2018,32.34
,Manufacturing/Construction,All GHG,2019,31.28
,Manufacturing/Construction,All GHG,2020,29.59
,Manufacturing/Construction,All GHG,2021,42.15
,Manufacturing/Construction,All GHG,2022,38.94
,Manufacturing/Construction,All GHG,2023,36.35
,Manufacturing/Construction,CH4,1990,0.08
,Manufacturing/Construction,CH4,1991,0.08
,Manufacturing/Construction,CH4,1992,0.08
,Manufacturing/Construction,CH4,1993,0.07
,Manufacturing/Construction,CH4,1994,0.07
,Manufacturing/Construction,CH4,1995,0.07
,Manufacturing/Construction,CH4,1996,0.07
,Manufacturing/Construction,CH4,1997,0.07
,Manufacturing/Construction,CH4,1998,0.07
,Manufacturing/Construction,CH4,1999,0.08
,Manufacturing/Construction,CH4,2000,0.08
,Manufacturing/Construction,CH4,2001,0.08
,Manufacturing/Construction,CH4,2002,0.08
,Manufacturing/Construction,CH4,2003,0.09
,Manufacturing/Construction,CH4,2004,0.08
,Manufacturing/Construction,CH4,2005,0.08
,Manufacturing/Construction,CH4,2006,0.07
,Manufacturing/Construction,CH4,2007,0.07
,Manufacturing/Construction,CH4,2008,0.08
,Manufacturing/Construction,CH4,2009,0.06
,Manufacturing/Construction,CH4,2010,0.06
,Manufacturing/Construction,CH4,2011,0.07
,Manufacturing/Construction,CH4,2012,0.06
,Manufacturing/Construction,CH4,2013,0.06
,Manufacturing/Construction,CH4,2014,0.05
,Manufacturing/Construction,CH4,2015,0.05
,Manufacturing/Construction,CH4,2016,0.05
,Manufacturing/Construction,CH4,2017,0.05
,Manufacturing/Construction,CH4,2018,0.05
,Manufacturing/Construction,CH4,2019,0.05
,Manufacturing/Construction,CH4,2020,0.05
,Manufacturing/Construction,CH4,2021,0.06
,Manufacturing/Construction,CH4,2022,0.06
,Manufacturing/Construction,CH4,2023,0.06
,Manufacturing/Construction,CO2,1990,74.03
,Manufacturing/Construction,CO2,1991,69.94
,Manufacturing/Construction,CO2,1992,67.78
,Manufacturing/Construction,CO2,1993,65.81
,Manufacturing/Construction,CO2,1994,67.52
,Manufacturing/Construction,CO2,1995,68.52
,Manufacturing/Construction,CO2,1996,66.9
,Manufacturing/Construction,CO2,1997,68.98
,Manufacturing/Construction,CO2,1998,68.72
,Manufacturing/Construction,CO2,1999,71.91
,Manufacturing/Construction,CO2,2000,73.35
,Manufacturing/Construction,CO2,2001,70.87
,Manufacturing/Construction,CO2,2002,69.96
,Manufacturing/Construction,CO2,2003,76.46
,Manufacturing/Construction,CO2,2004,68.28
,Manufacturing/Construction,CO2,2005,66.46
,Manufacturing/Construction,CO2,2006,61.76
,Manufacturing/Construction,CO2,2007,60.54
,Manufacturing/Construction,CO2,2008,56.96
,Manufacturing/Construction,CO2,2009,43.22
,Manufacturing/Construction,CO2,2010,45.79
,Manufacturing/Construction,CO2,2011,45.03
,Manufacturing/Construction,CO2,2012,43.32
,Manufacturing/Construction,CO2,2013,38.08
,Manufacturing/Construction,CO2,2014,35.12
,Manufacturing/Construction,CO2,2015,34.85
,Manufacturing/Construction,CO2,2016,34.65
,Manufacturing/Construction,CO2,2017,31.92
,Manufacturing/Construction,CO2,2018,32.23
,Manufacturing/Construction,CO2,2019,31.17
,Manufacturing/Construction,CO2,2020,29.48
,Manufacturing/Construction,CO2,2021,42.01
,Manufacturing/Construction,CO2,2022,38.8
,Manufacturing/Construction,CO2,2023,36.22
,Manufacturing/Construction,N2O,1990,0.12
,Manufacturing/Construction,N2O,1991,0.11
,Manufacturing/Construction,N2O,1992,0.11
,Manufacturing/Construction,N2O,1993,0.1
,Manufacturing/Construction,N2O,1994,0.1
,Manufacturing/Construction,N2O,1995,0.1
,Manufacturing/Construction,N2O,1996,0.1
,Manufacturing/Construction,N2O,1997,0.1
,Manufacturing/Construction,N2O,1998,0.1
,Manufacturing/Construction,N2O,1999,0.11
,Manufacturing/Construction,N2O,2000,0.11
,Manufacturing/Construction,N2O,2001,0.11
,Manufacturing/Construction,N2O,2002,0.11
,Manufacturing/Construction,N2O,2003,0.12
,Manufacturing/Construction,N2O,2004,0.11
,Manufacturing/Construction,N2O,2005,0.11
,Manufacturing/Construction,N2O,2006,0.1
,Manufacturing/Construction,N2O,2007,0.1
,Manufacturing/Construction,N2O,2008,0.1
,Manufacturing/Construction,N2O,2009,0.07
,Manufacturing/Construction,N2O,2010,0.08
,Manufacturing/Construction,N2O,2011,0.09
,Manufacturing/Construction,N2O,2012,0.09
,Manufacturing/Construction,N2O,2013,0.07
,Manufacturing/Construction,N2O,2014,0.07
,Manufacturing/Construction,N2O,2015,0.07
,Manufacturing/Construction,N2O,2016,0.07
,Manufacturing/Construction,N2O,2017,0.06
,Manufacturing/Construction,N2O,2018,0.06
,Manufacturing/Construction,N2O,2019,0.06
,Manufacturing/Construction,N2O,2020,0.06
,Manufacturing/Construction,N2O,2021,0.08
,Manufacturing/Construction,N2O,2022,0.07
,Manufacturing/Construction,N2O,2023,0.07
,Other Fuel Combustion,All GHG,1990,8.94
,Other Fuel Combustion,All GHG,1991,8.48
,Other Fuel Combustion,All GHG,1992,8.73
,Other Fuel Combustion,All GHG,1993,9.58
,Other Fuel Combustion,All GHG,1994,9.72
,Other Fuel Combustion,All GHG,1995,9.94
,Other Fuel Combustion,All GHG,1996,9.73
,Other Fuel Combustion,All GHG,1997,9.44
,Other Fuel Combustion,All GHG,1998,9.49
,Other Fuel Combustion,All GHG,1999,9.23
,Other Fuel Combustion,All GHG,2000,8.68
,Other Fuel Combustion,All GHG,2001,8.71
,Other Fuel Combustion,All GHG,2002,8.67
,Other Fuel Combustion,All GHG,2003,8.85
,Other Fuel Combustion,All GHG,2004,8.86
,Other Fuel Combustion,All GHG,2005,9.0
,Other Fuel Combustion,All GHG,2006,8.79
,Other Fuel Combustion,All GHG,2007,8.33
,Other Fuel Combustion,All GHG,2008,8.01
,Other Fuel Combustion,All GHG,2009,8.13
,Other Fuel Combustion,All GHG,2010,7.77
,Other Fuel Combustion,All GHG,2011,7.57
,Other Fuel Combustion,All GHG,2012,7.29
,Other Fuel Combustion,All GHG,2013,7.15
,Other Fuel Combustion,All GHG,2014,7.16
,Other Fuel Combustion,All GHG,2015,7.38
,Other Fuel Combustion,All GHG,2016,7.51
,Other Fuel Combustion,All GHG,2017,7.36
,Other Fuel Combustion,All GHG,2018,7.78
,Other Fuel Combustion,All GHG,2019,7.26
,Other Fuel Combustion,All GHG,2020,7.24
,Other Fuel Combustion,All GHG,2021,7.81
,Other Fuel Combustion,All GHG,2022,7.78
,Other Fuel Combustion,All GHG,2023,7.51
,Other Fuel Combustion,CH4,1990,0.04
,Other Fuel Combustion,CH4,1991,0.04
,Other Fuel Combustion,CH4,1992,0.04
,Other Fuel Combustion,CH4,1993,0.04
,Other Fuel Combustion,CH4,1994,0.04
,Other Fuel Combustion,CH4,1995,0.04
,Other Fuel Combustion,CH4,1996,0.04
,Other Fuel Combustion,CH4,1997,0.04
,Other Fuel Combustion,CH4,1998,0.04
,Other Fuel Combustion,CH4,1999,0.04
,Other Fuel Combustion,CH4,2000,0.03
,Other Fuel Combustion,CH4,2001,0.03
,Other Fuel Combustion,CH4,2002,0.03
,Other Fuel Combustion,CH4,2003,0.03
,Other Fuel Combustion,CH4,2004,0.03
