operatorLogoUrl,operatorKey,operatorLabel,operatorLabelLong,operatorTooltip,operatorCountryKey,operatorCountryLabel,operatorCountryFlag,operatorTypeLabel,operatorTypeLabelLong,participates,membershipLabel,tsoEicCode,tsoDisplayName,tsoShortName,tsoLongName,tsoStreet,tsoBuildingNumber,tsoPostOfficeBox,tsoZipCode,tsoCity,tsoContactName,tsoContactPhone,tsoContactEmail,tsoContactUrl,tsoContactRemarks,tsoGeneralWebsiteUrl,tsoGeneralWebsiteUrlRemarks,tsoTariffInformationUrl,tsoTariffInformationUrlRemarks,tsoTariffCalculatorUrl,tsoTariffCalculatorUrlRemarks,tsoCapacityInformationUrl,tsoCapacityInformationUrlRemarks,tsoGasQualityURL,tsoGasQualityURLRemarks,tsoAccessConditionsUrl,tsoAccessConditionsUrlRemarks,tsoContractDocumentsUrl,tsoContractDocumentsUrlRemarks,tsoMaintainanceUrl,tsoMaintainanceUrlRemarks,gasDayStartHour,gasDayStartHourRemarks,multiAnnualContractsIsAvailable,multiAnnualContractsRemarks,annualContractsIsAvailable,annualContractsRemarks,halfAnnualContractsIsAvailable,halfAnnualContractsRemarks,quarterlyContractsIsAvailable,quarterlyContractsRemarks,monthlyContractsIsAvailable,monthlyContractsRemarks,dailyContractsIsAvailable,dailyContractsRemarks,withinDayContractsIsAvailable,withinDayContractsRemarks,availableContractsRemarks,firmCapacityTariffIsApplied,firmCapacityTariffUnit,firmCapacityTariffRemarks,interruptibleCapacityTariffIsApplied,interruptibleCapacityTariffUnit,interruptibleCapacityTariffRemarks,auctionIsApplied,auctionTariffIsApplied,auctionCapacityTariffUnit,auctionRemarks,commodityTariffIsApplied,commodityTariffUnit,commodityTariffPrice,commodityTariffRemarks,othersTariffIsApplied,othersTariffRemarks,generalTariffInformationRemarks,generalCapacityRemark,firstComeFirstServedIsApplied,firstComeFirstServedRemarks,openSubscriptionWindowIsApplied,openSubscriptionWindowRemarks,firmTechnicalRemark,firmBookedRemark,firmAvailableRemark,interruptibleTotalRemark,interruptibleBookedRemark,interruptibleAvailableRemark,tsoGeneralRemarks,balancingModel,bMHourlyImbalanceToleranceIsApplied,bMHourlyImbalanceToleranceIsInformation,bMHourlyImbalanceToleranceIsRemarks,bMDailyImbalanceToleranceIsApplied,bMDailyImbalanceToleranceIsInformation,bMDailyImbalanceToleranceIsRemarks,bMAdditionalDailyImbalanceToleranceIsApplied,bMAdditionalDailyImbalanceToleranceIsInformation,bMAdditionalDailyImbalanceToleranceIsRemarks,bMCumulatedImbalanceToleranceIsApplied,bMCumulatedImbalanceToleranceIsInformation,bMCumulatedImbalanceToleranceIsRemarks,bMAdditionalCumulatedImbalanceToleranceIsApplied,bMAdditionalCumulatedImbalanceToleranceIsInformation,bMAdditionalCumulatedImbalanceToleranceIsRemarks,bMStatusInformation,bMStatusInformationFrequency,bMPenalties,bMCashOutRegime,bMRemarks,gridTransportModelType,gridTransportModelTypeRemarks,gridConversionFactorCapacityDefault,gridConversionFactorCapacityDefaultRemaks,gridGrossCalorificValueDefaultValue,gridGrossCalorificValueDefaultValueTo,gridGrossCalorificValueDefaultUnit,gridGrossCalorificValueDefaultRemarks,gridGasSourceDefault,lastUpdateDateTime,transparencyInformationURL,transparencyInformationUrlRemarks,transparencyGuidelinesInformationURL,transparencyGuidelinesInformationUrlRemarks,tsoUmmRssFeedUrlGas,tsoUmmRssFeedUrlOther,includeUmmInAcerRssFeed,id,dataSet
,DE-TSO-0019,"Fluxys TENP & OGE","Fluxys TENP GmbH & Open Grid Europe GmbH","Fluxys TENP GmbH & Open Grid Europe GmbH|                ",DE,Germany,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DE-TSO-0019,1
https://entsog.eu/sites/default/files/2022-07/LBTG_Logo.gif,DE-TSO-0020,LBTG,"Lubmin-Brandov Gastransport GmbH","Lubmin-Brandov Gastransport GmbH|21X000000001309B",DE,Germany,,TSO,"Transmission System Operator for Gas",1,Unaffiliated,21X000000001309B,,,,Huttropstrasse,60,,D-45138,Essen,,"+49 201 51 78 44 98",info@lbtg.de,http://www.lbtg.de,,http://www.lbtg.de,,http://www.lbtg.de/en/node/40,"Regulation (EU) 2017/460, Article 29&30 Information",http://lbtg.de/en/media/27,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",https://gasdata.transparency-lbtg.de/,,http://www.lbtg.de/index.php/en/node/38,"Regulation (EU) No 2015/703, Article 16 information",http://lbtg.de/en/node/45,,http://lbtg.de/en/node/45,,http://lbtg.de/en/node/36,,6,,1,,1,,,,1,,1,,1,,1,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"2026-07-22 00:16",http://www.lbtg.de/en/node/40,,http://www.lbtg.de/en/node/40,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DE-TSO-0020,1
,DE-TSO-0021,"NaTranD und OGE","NaTran Deutschland GmbH und Open Grid Europe GmbH","NaTran Deutschland GmbH und Open Grid Europe GmbH|                ",DE,Germany,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DE-TSO-0021,1
,DE-TSO-0022,"Germany DCS","Germany Data Collection Submission","Germany Data Collection Submission|                ",DE,Germany,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DE-TSO-0022,1
http://www.entsog.eu/public/images/TP/logo_MaerskOil.png,DK-PSO-0001,"Maersk Oil and Gas","Maersk Oil and Gas A/S","Maersk Oil and Gas A/S|21X000000001099X",DK,Denmark,,PSO,"Production System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DK-PSO-0001,1
http://www.entsog.eu/public/images/TP/Logo_Gaslager.png,DK-SSO-0001,"Gas Storage Denmark","Gas Storage Denmark","Gas Storage Denmark|21X0000000010962",DK,Denmark,,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DK-SSO-0001,1
,DK-SSO-0002,"DONG Storage","DONG Storage","DONG Storage|21X000000001104T",DK,Denmark,,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DK-SSO-0002,1
https://www.entsog.eu/sites/default/files/2023-09/logo_Energinet%20%282%29.png,DK-TSO-0001,Energinet,Energinet,Energinet|10X1001A1001A248,DK,Denmark,,TSO,"Transmission System Operator for Gas",1,Member,10X1001A1001A248,,,,Pederstrupvej,76,,2750,Ballerup,"Majken Willumsen",+4530122689,MWM@energinet.dk,https://en.energinet.dk/gas/,,https://en.energinet.dk/gas/,,https://en.energinet.dk/gas/tariffs-and-fees/,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",https://www.energidataservice.dk/groups/gas-quality,,https://en.energinet.dk/gas/gas-quality/,"Regulation (EU) No 2015/703, Article 16 information",https://en.energinet.dk/gas/rules/,,https://en.energinet.dk/gas/rules/,,http://en.energinet.dk/Gas/Operation-and-Maintenance,,6,,1,,1,,,,1,,1,"Flexible selection of starting and ending date",1,,1,,,1,DDK/kWh/h/Year,,1,DDK/kWh/h/Year,,1,1,DDK/kWh/h/Period,,,,,,,,"Tariffs are published, but can only be calculated by online booking systems",,1,"Only on Nybro, RES Entry and Joint Exit Zone",,,,,,"Interruptible Capacity is sold in 1 level only when all firm capacity is sold.",,,,"Daily with hourly obligations",1,,,1,0,None,1,0,None,,,,,,,"Balance position each hour at the end of each day is informed electronically and online","Sent to Shippers each hour","The Shipper is cached out every day. The daily price depends on whether the total balance is in yellow or green zone.","Daily selling and buying of balancing gas is cashed out on a daily basis.","The neutrual gasprice is calculated based on the daily day-ahead prices at the GPN exchange in Denmark.",Entry-Exit,,1,,12.15,,kWh/Nm³,,Other,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DK-TSO-0001,1
http://www.entsog.eu/public/images/TP/logo_dongenergy.png,DK-TSO-0002,DONG,DONG,DONG|11XDONGPOWER---6,DK,Denmark,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DK-TSO-0002,1
,EE-LSO-0001,"Liwathon E.O.S.","Liwathon E.O.S.","Liwathon E.O.S.|                ",EE,Estonia,,LSO,"LNG System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1EE-LSO-0001,1
https://www.entsog.eu/sites/default/files/2023-09/logo_Elering%20%282%29.png,EE-TSO-0001,Elering,"Elering AS","Elering AS|10X1001A1001A39W",EE,Estonia,,TSO,"Transmission System Operator for Gas",1,Member,10X1001A1001A39W,,,,"Kadaka tee",42,,12915,Tallinn,"Liis Hõrak","+372 7151176",liis.horak@elering.ee,https://elering.ee/en,,https://elering.ee/en,,https://elering.ee/en/network-service,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",https://elering.ee/en/gas-transmission-capacity-allocation,"Historical data at https://dashboard.elering.ee/en/gas-system/index",https://elering.ee/en/quality-network-gas,"Regulation (EU) No 2015/703, Article 16 information",https://elering.ee/en/connecting-transmission-network,,,,https://elering.ee/en/gas-system#tab1,"UMMs at https://umm.getbaltic.com/public-umm",7,,,,1,,,,1,,1,,,,1,,,1,,"The intra- and inter-system entry price applies in the case of insertion of gas to the transmission network from entry points, i.e. the existing Värska, Narva and Luhamaa entry points and potential future entry points in the transmission network.The intra-system exit price applies at exits to Estonian internal consumption.The inter-system exit price applies at Värska, Luhamaa and Narva exit points and potential future exit points.The transmission fee does not apply at Balticconnector and Karksi entry and exit points, which are part of the common Finnish-Estonian-Latvian tariff zone.",,,,,,,,,,,,,,"Currently applied tariffs are published at Elering website: https://elering.ee/en/network-service","Gas transmission capacity allocation methodology can be found at https://elering.ee/en/gas-transmission-capacity-allocation/. Technical capacity calculation methodology can be found at https://elering.ee/en/gas-system#tab0 ",1,"Implicit capacity allocation",,,,,,,,,,Daily,,,,,,,,,,,,,,,,"One balance zone","Once per day",,"Monthly cash-out on a daily basis",,,,1,,,,kWh/m³,"Temp= 0´ C and P= 101,325 kPa",,"2026-07-22 00:16",,https://elering.ee/en/network-service#tab1,https://elering.ee/en/network-service#tab1,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1EE-TSO-0001,1
http://www.entsog.eu/public/images/TP/logo_baltigaas.png,EE-TSO-0002,"Balti Gaas","Balti Gaas plc","Balti Gaas plc|                ",EE,Estonia,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1EE-TSO-0002,1
,ES-ETO-0001,"Enagás S.A.","Enagás S.A.","Enagás S.A.|21X-ES-A-A0A0A-T",ES,Spain,,ETO,"Energy Transition Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1ES-ETO-0001,1
,ES-ETO-0002,"EnaGás Renovable","EnaGás Renovable S.L.U","EnaGás Renovable S.L.U|                ",ES,Spain,,ETO,"Energy Transition Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1ES-ETO-0002,1
,ES-LSO-0001,Gascan,Gascan,"Gascan|                ",ES,Spain,,LSO,"LNG System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1ES-LSO-0001,1
http://www.entsog.eu/public/images/TP/logo_escalugs.png,ES-SSO-0001,"ESCAL UGS S.L.","ESCAL UGS S.L.","ESCAL UGS S.L.|18XTGEUG-12345-U",ES,Spain,,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1ES-SSO-0001,1
,ES-SSO-0002,"GasNatural fenosa","gasNatural fenosa","gasNatural fenosa|                ",ES,Spain,,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1ES-SSO-0002,1
,ES-SSO-0003,"Enagas (SSO)","Enagas (SSO)","Enagas (SSO)|                ",ES,Spain,,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1ES-SSO-0003,1
http://www.entsog.eu/public/images/TP/logo_medgaz.png,ES-TSO-0001,Medgaz,Medgaz,"Medgaz|                ",ES,Spain,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1ES-TSO-0001,1
http://www.entsog.eu/public/images/TP/logo_reganosa.png,ES-TSO-0002,"Reganosa (LSO)","Reganosa (LSO)","Reganosa (LSO)|                ",ES,Spain,,LSO,"LNG System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1ES-TSO-0002,1
http://www.entsog.eu/public/images/TP/logo_saggas.png,ES-TSO-0003,Saggas,Saggas,"Saggas|                ",ES,Spain,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1ES-TSO-0003,1
,ES-TSO-0004,ETN,"ETN (Enagás Transporte del Norte)","ETN (Enagás Transporte del Norte)|                ",ES,Spain,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1ES-TSO-0004,1
http://www.entsog.eu/public/images/TP/logo_bbg.png,ES-TSO-0005,BBG,BBG,"BBG|                ",ES,Spain,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1ES-TSO-0005,1
https://www.entsog.eu/sites/default/files/2023-09/logo_enagas.png,ES-TSO-0006,Enagas,"Enagas Transporte S.A.U.","Enagas Transporte S.A.U.|21X000000001254A",ES,Spain,,TSO,"Transmission System Operator for Gas",1,Member,21X000000001254A,,,,"Paseo de Los Olmos",19,,28005,Madrid,tbc,tbc,,https://www.enagas.es/en/,,https://www.enagas.es/en/,,https://www.enagas.es/en/technical-management-system/service-support/tariffs/,"Regulation (EU) 2017/460, Article 29&30 Information",https://www.enagas.es/en/energy-transition/gas-network/lng-natural-gas-services/tariffs/,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",https://www.enagas.es/en/technical-management-system/energy-data/commercial-information/contracting-status/,,https://www.enagas.es/en/technical-management-system/energy-data/commercial-information/billing-conversion-factor/,"Regulation (EU) No 2015/703, Article 16 information",https://www.enagas.es/en/technical-management-system/gas-system-processes/authorisation/,,https://www.enagas.es/content/dam/enagas/en/files/gestion-tecnica-del-sistema/procesos-del-sistema-gasista/habilitacion/CNMC_Adhesion_Doc.pdf,,https://www.enagas.es/en/energy-transition/gas-network/energy-infrastructure/maintenance-plan/,,6,,,,1,,,,1,,1,,1,,1,,,,Eur/kWh/d,"It its divided into two terms; fixed term (in line with the contracted capacity) and variable term (in view of consumption).",1,Eur/kWh/d,"To be eligible for this tariff, users can subscribe to two types of interruptibility. For both types of interruptibility a factor is applied over the fixed term.",1,1,Eur/kWh/d,,1,Eur/kWh,2.668711,,,,,,1,"The capacity allocation model in Spain is First come First served, however other mechanisms of allocation as open subscription period or auction are approved by MINETUR and used for interconnections and underground storages.",,"In the international connections between Spain and France the allocation of capacity takes place one a year through Open Subscription Periods (OSPs). The last OSP was took place in January 2014. OSPs will no longer take place in line with CAM NC.",,,,,,,,Daily,1,"HIT(d) = ¬± HIT(d) * x (d, 1-2)","No hourly balance - No hourly balancing tolerances.",1,DIT(d),"All the balancing rules applied by Enagás are defined and approved by the National Authorities. For more information please refer to Enagas website, Royal Decree 949/2001, Royal Decree 984/2015, CNMC Circular 2/2015 and the System Technical Management Rul",1,"No additional daily imbalance tolerance can be used without paying penalties.",,1,"CIT(d) =  ¬± [0% to 25%] of the daily contracted entry capacity into the transmission network. This will be decreased to 0% once the Balancing Network Code (Regulation 312/2014) is fully implemented, as of 1st October 2016.","Not applicable",1,0%,"Not applicable","All the information related to balancing status is delivered by Enagás GTS to network users via its IT system, SL-ATR.The day before the gas day, DSOs and TSOs must provide to Enagás GTS with the expected demand in their networks for the gas day by user.","Before the gas day, during the gas day and after the gas day","In case of positive imbalance the daily imbalance charge is the marginal sell price, and in case of negative imbalance the daily imbalance charge is the marginal buy price. For a more detailed description, please refer to Circular 2/2015 (https://www.boe.","For further information please contact Enagás Commercial and Logistics Division  (www.enagas.es)","Balancing information updated with the implementation of the Balancing Network Code in Spain (CNMC’s Circular 2/2015 https://www.boe.es/boe/dias/2015/08/04/pdfs/BOE-A-2015-8800.pdf)",Entry-Exit,,1,"1m3(n)=11,86 kWh",11.69,,kWh/m3(n),,Algeria,"2026-07-22 00:16",https://www.enagas.es/en/about-us/regulatory-framework/transparency-umms/plantilla-transparencia-red-transporte/,,https://www.enagas.es/en/about-us/regulatory-framework/transparency-umms/,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1ES-TSO-0006,1
"http://www.entsog.eu/public/images/TP/logo_Gas Natural.png",ES-TSO-0007,GNA,"Gas Natural Aprovisionamientos SDG","Gas Natural Aprovisionamientos SDG|21X000000001031U",ES,Spain,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1ES-TSO-0007,1
http://www.entsog.eu/public/images/TP/logo_empl.png,ES-TSO-0008,EMPL,"EMPL (Europe-Maghreb Pipeline)","EMPL (Europe-Maghreb Pipeline)|                ",ES,Spain,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1ES-TSO-0008,1
https://www.entsog.eu/sites/default/files/2023-09/Reganosa%20logo.png,ES-TSO-0009,Reganosa,Reganosa,Reganosa|18XRGNSA-12345-V,ES,Spain,,TSO,"Transmission System Operator for Gas",1,Member,18XRGNSA-12345-V,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1ES-TSO-0009,1
